Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
116,Dennis Schröder,32,2TM,PG,70,17,24.2,3.6,9,0.405,1.1,3.3,0.329,2.6,5.7,0.449,0.465,2.4,2.9,0.834,0.5,2.2,2.7,4.9,0.8,0.2,1.8,1.6,10.8,,schrode01
117,Bub Carrington,20,WAS,PG,82,48,27.7,3.8,9,0.424,2.1,5,0.408,1.8,4,0.443,0.538,1,1.4,0.73,0.4,3,3.4,4.6,0.6,0.2,2.3,2.2,10.7,,carrica01
118,Jock Landale,30,2TM,C,68,27,22.1,4.1,8.1,0.515,1.1,2.8,0.383,3.1,5.2,0.586,0.582,1.2,1.9,0.635,2.7,3,5.7,1.7,0.5,0.5,0.9,2.2,10.6,,landajo01
119,Marvin Bagley III,26,2TM,PF,60,12,20,4.2,6.9,0.618,0.4,0.9,0.462,3.8,6,0.641,0.647,1.6,2.4,0.66,2.5,3.6,6.1,1.4,0.5,0.7,1,2.1,10.5,,baglema01
120,Tari Eason,24,HOU,PF,60,34,25.8,4,9.7,0.416,1.6,4.3,0.358,2.5,5.3,0.463,0.496,0.9,1.1,0.776,2.1,4.2,6.3,1.5,1.2,0.5,1.4,2.3,10.5,,easonta01
121,A.J. Green,26,MIL,SG,78,68,29.1,3.4,7.9,0.424,3,7.1,0.419,0.4,0.8,0.469,0.612,0.7,0.8,0.855,0.4,2.4,2.7,1.9,0.5,0.1,1,2.3,10.4,,greenaj01
122,Will Riley,19,WAS,SF,74,18,22.1,3.7,8.4,0.439,1.1,3.3,0.316,2.6,5,0.52,0.502,1.9,2.4,0.8,0.8,2.1,2.9,2,0.7,0.1,1.3,1.2,10.3,,rileywi01
123,Neemias Queta,26,BOS,C,76,75,25.3,4.3,6.6,0.653,0,0.1,0.125,4.3,6.5,0.662,0.654,1.6,2.3,0.703,3,5.3,8.4,1.7,0.8,1.3,1,2.8,10.2,,quetane01
124,Khris Middleton,34,2TM,SF,63,50,22.8,3.6,8.6,0.42,1.1,3,0.36,2.5,5.6,0.452,0.482,1.9,2.2,0.875,0.8,2.9,3.7,2.8,0.7,0.1,1.7,2.3,10.2,,middlkh01
125,Precious Achiuwa,26,SAC,C,73,57,23.9,4.3,8.2,0.528,0.4,1.3,0.278,4,6.9,0.577,0.551,1.1,1.9,0.554,2.4,4.3,6.7,1.4,0.9,0.7,0.9,1.7,10.1,,achiupr01
126,Kevin Huerter,27,2TM,SF,69,14,22.4,3.9,8.6,0.451,1.4,4.7,0.308,2.4,3.9,0.624,0.535,0.8,1,0.775,0.5,3,3.5,2.6,0.9,0.5,1,1.7,10,,huertke01
127,Isaiah Stewart,24,DET,C,58,13,22.7,3.8,6.9,0.55,0.7,2.1,0.333,3.1,4.9,0.642,0.6,1.7,2.3,0.756,1.7,3.3,5,1.1,0.3,1.6,1.2,2.9,10,,stewais01
128,Jordan Miller,26,LAC,SF,60,1,22.1,3.5,6.7,0.531,0.6,1.8,0.345,2.9,4.8,0.602,0.579,2.3,2.9,0.777,0.8,2.2,3,2.3,0.8,0.2,1.1,1,10,,millejo02
129,Harrison Barnes,33,SAS,PF,77,52,25.8,3.4,7.5,0.456,1.8,4.6,0.388,1.6,2.8,0.567,0.577,1.3,1.6,0.829,0.8,2,2.8,1.9,0.6,0.2,0.8,1.1,9.9,,barneha02
130,Tristan Da Silva,24,ORL,SF,77,34,24.7,3.6,8.1,0.45,1.6,4.2,0.374,2.1,3.9,0.532,0.547,1.1,1.2,0.884,0.8,2.9,3.7,1.6,0.9,0.3,0.9,1.5,9.9,,dasiltr01
131,Ausar Thompson,23,DET,SF,73,72,26,4.2,7.9,0.525,0.1,0.3,0.25,4.1,7.6,0.537,0.53,1.5,2.6,0.571,2.1,3.7,5.7,3.1,2,0.9,1.5,2.7,9.9,,thompau01
132,Royce O'Neale,32,PHO,SF,78,67,28.4,3.4,8,0.421,2.7,6.7,0.408,0.7,1.3,0.486,0.59,0.3,0.5,0.711,0.8,4,4.8,2.7,1.1,0.4,1.3,2.3,9.8,,onealro01
133,Zaccharie Risacher,20,ATL,SF,67,46,22.4,3.6,8,0.455,1.4,3.9,0.368,2.2,4.1,0.536,0.544,0.9,1.3,0.644,1.1,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.6,,risacza01
134,Jay Huff,27,IND,C,82,47,21,3.5,7.5,0.476,1.5,4.5,0.319,2.1,2.9,0.723,0.574,1,1.2,0.828,0.9,3.1,4,1.5,0.5,1.9,0.9,2.4,9.5,,huffja01
135,Aaron Wiggins,27,OKC,SG,65,21,21.8,3.6,8.2,0.431,1.5,4.2,0.356,2.1,4.1,0.508,0.521,0.8,1.1,0.736,0.6,2.4,3.1,1.7,0.9,0.4,1.2,1.3,9.4,,wiggiaa01
136,Davion Mitchell,27,MIA,PG,70,70,28.6,3.7,7.6,0.49,1.3,3.3,0.395,2.4,4.4,0.561,0.574,0.6,0.9,0.646,0.5,2.2,2.7,6.5,1,0.2,1.5,2.6,9.3,,mitchda01
137,Marcus Smart,31,LAL,SG,62,54,28.5,3,7.7,0.395,1.6,4.7,0.331,1.5,3,0.497,0.497,1.7,2.1,0.822,0.6,2.2,2.8,3,1.4,0.4,1.5,2.6,9.3,,smartma01
138,Daniss Jenkins,24,DET,PG,72,19,20.2,3.2,7.9,0.408,1,2.7,0.374,2.2,5.2,0.426,0.473,1.9,2.2,0.832,0.7,1.6,2.3,3.9,0.9,0.2,1.6,1.5,9.3,,jenkida01
139,Isaac Okoro,25,CHI,SG,63,62,26.9,3.3,7.3,0.46,1.2,3.5,0.33,2.2,3.8,0.58,0.539,1.4,1.8,0.795,1.1,1.7,2.7,1.6,0.7,0.5,0.7,2.6,9.3,,okorois01
140,Sam Hauser,28,BOS,PF,78,49,24.8,3.2,7.7,0.419,2.5,6.5,0.393,0.7,1.2,0.557,0.584,0.2,0.3,0.85,0.7,3.1,3.8,1.5,0.5,0.3,0.4,1.4,9.2,,hausesa01
141,Gui Santos,23,GSW,PF,68,30,20.5,3.4,6.8,0.5,1.1,3.3,0.351,2.2,3.5,0.639,0.585,1.3,1.8,0.725,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.1,9.2,,santogu01
142,Corey Kispert,26,2TM,SF,58,10,18.6,3.2,6.8,0.467,1.5,4.1,0.367,1.7,2.7,0.618,0.577,1.3,1.7,0.794,0.5,1.8,2.3,1.6,0.3,0.2,0.8,1,9.2,,kispeco01
143,Cody Williams,21,UTA,SG,67,41,24.3,3.6,7.6,0.468,0.4,2,0.214,3.1,5.6,0.556,0.495,1.3,1.8,0.706,0.9,2,3,2,0.8,0.4,1.1,1.8,8.8,,willico04
144,Jonas Valančiūnas,33,DEN,C,65,6,13.4,3.5,6,0.582,0.1,0.4,0.308,3.4,5.6,0.602,0.592,1.6,2.1,0.772,1.6,3.4,5.1,1.2,0.2,0.6,1.1,2,8.7,,valanjo01
145,Day'Ron Sharpe,24,BRK,C,62,7,18.7,3.5,5.7,0.601,0.1,0.6,0.231,3.3,5.1,0.647,0.614,1.7,2.5,0.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,sharpda01
146,Jordan Goodwin,27,PHO,PG,70,10,22.5,3.3,7.9,0.413,1.6,4.3,0.371,1.7,3.6,0.462,0.514,0.6,0.8,0.696,2,2.9,4.9,2.2,1.5,0.2,1,1.9,8.7,,goodwjo01
147,Justin Champagnie,24,WAS,SF,69,19,20,3.4,6.7,0.502,0.8,2.4,0.319,2.6,4.3,0.605,0.56,1.2,1.5,0.784,2.1,3.5,5.6,1.2,0.9,0.6,0.7,1.7,8.7,,champju01
148,Jordan Clarkson,33,NYK,SG,72,1,17.8,3.3,7.3,0.451,1,3,0.327,2.3,4.3,0.535,0.517,1.1,1.3,0.83,0.9,0.9,1.8,1.3,0.4,0.1,0.9,1.7,8.6,,clarkjo01
149,Nique Clifford,23,SAC,SG,75,28,25.1,3.3,7.9,0.418,1,3.1,0.333,2.3,4.9,0.471,0.482,0.9,1.3,0.722,0.9,2.9,3.8,2.4,0.9,0.3,1.5,2.1,8.6,,cliffni01
150,Cason Wallace,22,OKC,SG,77,58,26.6,3.3,7.6,0.432,1.3,3.7,0.351,2,3.8,0.51,0.518,0.7,0.9,0.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2,8.6,,wallaca01
151,Simone Fontecchio,30,MIA,SF,70,9,16.8,2.8,6.7,0.412,1.8,4.7,0.375,1,2,0.497,0.542,1.2,1.5,0.843,0.8,2.2,3,1.4,0.5,0.1,0.7,1.5,8.5,,fontesi01
152,Bones Hyland,25,MIN,PG,71,3,16.6,3,6.6,0.453,1.6,4.2,0.388,1.4,2.4,0.568,0.577,0.9,1.2,0.78,0.3,1.5,1.8,2.6,0.6,0.2,1,1.7,8.5,,hylanbo01
153,Vít Krejčí,25,2TM,PG,65,8,21.4,3,6.6,0.448,2,5,0.39,1,1.6,0.634,0.597,0.6,0.8,0.745,0.5,1.8,2.3,1.5,0.7,0.3,0.6,2.1,8.5,,krejcvi01
154,Brook Lopez,37,LAC,C,75,40,21.8,3.1,7.2,0.428,1.5,4.2,0.36,1.6,3,0.524,0.533,0.7,1,0.757,0.6,3,3.6,1.3,0.6,1.2,0.8,2.1,8.5,,lopezbr01
155,Draymond Green,35,GSW,PF,68,68,27.5,3,7.2,0.418,1.5,4.6,0.326,1.5,2.7,0.575,0.52,0.9,1.2,0.702,0.8,4.7,5.5,5.5,0.9,0.6,2.7,2.9,8.4,,greendr01
156,Luke Kennard,29,2TM,SG,78,6,21.6,3,5.7,0.533,1.5,3.1,0.478,1.5,2.5,0.601,0.665,0.8,0.9,0.913,0.4,1.9,2.3,2.2,0.7,0.1,0.8,1.3,8.4,,kennalu01
157,Luguentz Dort,26,OKC,SF,69,69,26.8,2.9,7.6,0.385,1.9,5.4,0.344,1.1,2.2,0.487,0.508,0.6,0.8,0.759,0.8,2.7,3.6,1.2,0.9,0.4,0.8,2.6,8.3,,dortlu01
158,Jared McCain,21,2TM,SG,67,3,17.3,3,7.2,0.425,1.5,3.8,0.385,1.6,3.3,0.471,0.528,0.8,0.9,0.864,0.3,1.7,2,1.3,0.5,0.1,0.8,1.2,8.3,,mccaija01
159,Jake LaRavia,24,LAL,PF,82,43,25.1,2.9,6.4,0.459,1,3,0.321,2,3.4,0.579,0.533,1.4,1.9,0.763,1.4,2.6,4,1.8,1.3,0.5,1.1,2.4,8.2,,laravja01
160,Ron Holland,20,DET,SF,78,5,19.9,3,7,0.432,0.6,2.5,0.253,2.4,4.4,0.535,0.478,1.5,1.9,0.805,1.1,3,4,1.2,1.2,0.3,1.2,2.3,8.2,,hollaro01
161,Gary Trent Jr.,27,MIL,SG,65,21,21.2,2.8,7.3,0.387,1.9,5.3,0.36,0.9,2,0.458,0.517,0.6,0.8,0.769,0.1,0.9,1,1.2,0.5,0,0.6,1.3,8.1,,trentga02
162,Luka Garza,27,BOS,C,69,6,16.2,3,5.2,0.577,0.8,1.8,0.433,2.2,3.3,0.657,0.654,1.3,1.7,0.769,2.3,1.8,4.1,1,0.4,0.4,0.7,2.3,8.1,,garzalu01
163,Bruce Brown,29,DEN,SG,82,4,24.4,3,6.4,0.475,0.7,1.8,0.385,2.3,4.6,0.511,0.53,1.2,1.5,0.762,1,2.8,3.9,2.1,1,0.2,1.1,2.4,7.9,,brownbr01
164,Moussa Diabaté,24,CHO,C,73,47,26,3.1,5,0.631,0,0,0.5,3.1,4.9,0.632,0.632,1.6,2.4,0.659,3.7,5,8.7,1.9,0.8,1,1,2.4,7.9,,diabamo01
165,Walter Clayton,22,2TM,PG,69,6,20.4,2.6,6.7,0.384,1.1,3.5,0.307,1.5,3.1,0.47,0.465,1.6,1.8,0.901,0.4,1.7,2,4,0.6,0.3,1.7,1.7,7.8,,claytwa01
166,Paul Reed,26,DET,C,65,11,13.9,3.2,5.2,0.617,0.2,0.6,0.325,3,4.6,0.656,0.636,1.1,1.7,0.664,2,2.5,4.5,1.2,0.9,0.9,0.9,1.8,7.8,,reedpa01
167,Dominick Barlow,22,PHI,PF,71,59,23.8,3,5.6,0.539,0.3,1.2,0.256,2.7,4.5,0.612,0.565,1.3,1.8,0.718,1.9,2.9,4.8,1.2,0.9,0.7,0.8,2.1,7.7,,barlodo01
168,Quinten Post,25,GSW,PF,67,35,17.3,2.9,6.6,0.44,1.4,4.1,0.336,1.5,2.4,0.617,0.546,0.5,0.6,0.791,1,3,4,1.4,0.4,0.5,0.8,1.9,7.7,,postqu01
169,Ryan Kalkbrenner,24,CHO,C,69,31,21.4,3.2,4.2,0.753,0,0.1,0,3.2,4.1,0.766,0.753,1.2,1.7,0.716,2.4,3,5.5,0.8,0.5,1.5,0.9,1.6,7.6,,kalkbry01
170,Jaxson Hayes,25,LAL,C,66,9,18.3,3,4,0.756,0,0,1,3,3.9,0.753,0.761,1.5,2.3,0.653,1.5,2.6,4.1,0.9,0.4,0.8,0.5,1.9,7.5,,hayesja02
171,Ja'Kobe Walter,21,TOR,SG,72,19,20.5,2.5,5.6,0.446,1.5,3.7,0.409,1,1.9,0.519,0.582,1,1.3,0.789,0.8,1.8,2.6,1.2,1,0.2,0.5,2.3,7.5,,walteja01
172,Gary Payton II,33,GSW,SG,73,1,15.6,3.3,5.7,0.583,0.5,1.7,0.291,2.8,3.9,0.712,0.628,0.4,0.5,0.65,1.4,2.2,3.6,1.7,0.9,0.3,0.8,1.8,7.5,,paytoga02
173,Taylor Hendricks,22,2TM,PF,59,17,18.9,2.8,6,0.459,1.1,3.1,0.342,1.7,2.9,0.585,0.548,0.8,1.2,0.681,1.1,2.6,3.7,0.9,0.8,0.5,0.8,1.7,7.4,,hendrta01
174,Jose Alvarado,27,2TM,PG,69,3,19.9,2.7,6.5,0.416,1.5,4.2,0.352,1.2,2.3,0.531,0.529,0.5,0.7,0.761,0.4,2.1,2.5,3.4,1,0.1,1.1,1.9,7.4,,alvarjo01
175,Caris LeVert,31,DET,SG,60,0,19.2,2.7,6.5,0.417,1,3,0.333,1.7,3.5,0.488,0.494,1,1.4,0.679,0.4,1.6,2,2.7,0.9,0.7,1.4,1.5,7.4,,leverca01
176,Kobe Sanders,23,LAC,SG,68,16,19.9,2.6,5.6,0.466,1.2,2.9,0.408,1.5,2.8,0.527,0.57,0.8,1,0.826,0.4,1.8,2.3,1.6,0.7,0.1,1.2,2.1,7.3,,sandeko01
177,Kris Dunn,31,LAC,PG,82,68,27.2,2.8,5.8,0.476,1,2.6,0.374,1.8,3.2,0.559,0.56,0.8,1,0.765,0.7,2.6,3.3,3.6,1.6,0.2,1.4,2.3,7.3,,dunnkr01
178,Terance Mann,29,BRK,SG,63,51,24.3,2.7,5.8,0.457,0.9,2.4,0.364,1.8,3.4,0.523,0.533,1,1.3,0.788,1.1,2.1,3.2,3,0.7,0.2,1.1,2.5,7.2,,mannte01
179,Jaylin Williams,23,OKC,PF,65,11,19.6,2.3,5.4,0.423,1.5,3.9,0.383,0.8,1.5,0.531,0.563,1.1,1.4,0.793,0.5,5,5.5,2.4,0.5,0.6,1,2,7.2,,willija07
180,Pat Spencer,29,GSW,PG,66,14,18.6,2.8,6.6,0.427,0.9,2.5,0.357,1.9,4.1,0.47,0.495,0.7,0.9,0.772,0.8,1.6,2.4,3.5,0.7,0.1,1.3,1.1,7.2,,spencpa01
181,Ben Sheppard,24,IND,SG,65,20,21.4,2.6,6,0.434,1.3,3.6,0.362,1.3,2.4,0.542,0.543,0.6,0.8,0.765,0.7,2.3,3,1.8,0.6,0.1,0.6,1.8,7.1,,sheppbe01
182,Patrick Williams,24,CHI,PF,72,6,20.5,2.5,6.6,0.372,1.3,3.8,0.347,1.2,2.8,0.407,0.472,0.8,1,0.72,0.7,2.3,3,1.5,0.7,0.4,1,1.3,7,,willipa01
183,Javonte Green,32,DET,SG,82,6,17.6,2.3,5,0.447,1.1,3,0.381,1.1,2,0.545,0.56,1.3,1.5,0.84,0.8,2,2.8,0.7,1.2,0.3,0.5,1.3,6.9,,greenja02
184,Robert Williams,28,POR,C,59,1,17.1,3,4.2,0.708,0.2,0.4,0.391,2.8,3.8,0.74,0.726,0.6,1,0.596,2.4,4.6,7,1,0.6,1.5,0.8,1.3,6.7,,williro04
185,Keon Ellis,26,2TM,SG,72,11,20.5,2.3,5.3,0.44,1.3,3.5,0.363,1.1,1.8,0.586,0.559,0.7,1,0.729,0.5,1.3,1.9,1,1.2,0.6,0.6,1.9,6.7,,elliske01
186,Jamal Shead,23,TOR,PG,82,12,22.6,2.3,6.1,0.367,1,3.2,0.321,1.2,3,0.417,0.45,1.1,1.4,0.784,0.3,1.4,1.7,5.4,0.9,0.2,1.4,2,6.6,,sheadja01
187,Ryan Nembhard,22,DAL,PG,60,27,19.5,2.7,6.5,0.415,0.8,2.3,0.356,1.9,4.3,0.447,0.477,0.4,0.5,0.806,0.2,2,2.2,5.3,0.4,0,1.4,1.4,6.6,,nembhry01
188,Luke Kornet,30,SAS,C,68,25,21,2.6,4,0.643,0,0,,2.6,4,0.643,0.643,1.4,1.7,0.825,2.7,3.4,6.1,1.9,0.5,1,0.4,1.8,6.5,,kornelu01
189,Drake Powell,20,BRK,SG,63,24,21,2.3,5.7,0.402,0.8,2.9,0.28,1.5,2.8,0.528,0.473,1.1,1.2,0.896,0.3,1.4,1.8,1.4,0.6,0.2,1,1.4,6.5,,poweldr01
190,Oso Ighodaro,23,PHO,PF,82,24,22,2.9,4.5,0.653,0,0,0,2.9,4.5,0.655,0.653,0.6,1.4,0.453,1.7,3.4,5.1,2.3,0.9,0.7,1.2,2.7,6.5,,ighodos01
191,Andre Drummond,32,PHI,C,63,25,19.5,2.5,5.3,0.472,0.5,1.4,0.356,2,3.9,0.514,0.519,0.8,1.3,0.631,3.2,5.3,8.4,1.3,0.6,0.8,1,2,6.4,,drumman01
192,Will Richard,23,GSW,SG,69,21,20,2.3,5,0.468,1,3.1,0.335,1.3,1.9,0.679,0.571,0.7,0.8,0.852,1,1.5,2.5,1.3,1.2,0.1,0.8,1.9,6.4,,richawi02
193,Rob Dillingham,21,2TM,PG,65,0,14.9,2.5,6.3,0.396,0.6,2,0.316,1.9,4.3,0.434,0.447,0.6,0.8,0.745,0.3,1.7,2,2.2,0.7,0.1,1.5,1.8,6.3,,dilliro01
194,Thomas Bryant,28,CLE,C,60,1,12.2,2.3,4.5,0.506,0.8,2.2,0.359,1.5,2.3,0.647,0.594,0.9,1.1,0.803,1,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,,bryanth01
195,Justin Edwards,22,PHI,SF,64,12,15.3,2.2,5,0.447,1,2.8,0.372,1.2,2.2,0.543,0.552,0.5,0.6,0.846,0.4,1.1,1.5,1.3,0.8,0.2,0.6,1.4,6,,edwarju01
196,Gradey Dick,22,TOR,SG,76,1,14,2.1,5.1,0.419,0.7,2.4,0.301,1.4,2.6,0.53,0.492,1,1.2,0.875,0.6,1.4,1.9,0.7,0.6,0.1,0.6,1.3,6,,dickgr01
197,Goga Bitadze,26,ORL,C,64,3,15.2,2.4,3.5,0.676,0,0.2,0.182,2.3,3.3,0.701,0.68,1.1,1.5,0.711,2.1,2.9,5,1.3,0.6,1,0.7,2.1,5.9,,bitadgo01
198,Nae'Qwan Tomlin,25,CLE,PF,64,3,15.7,2.3,4.9,0.478,0.4,1.8,0.235,1.9,3.1,0.618,0.521,0.7,1,0.77,1.3,1.6,2.9,0.8,0.6,0.5,0.5,2,5.8,,tomlina01
199,Ryan Dunn,23,PHO,SF,70,16,19.4,2.3,5.2,0.453,0.8,2.4,0.331,1.5,2.8,0.56,0.53,0.3,0.7,0.489,1.4,2.8,4.2,1.5,0.9,0.4,0.8,1.9,5.8,,dunnry01
200,Dean Wade,29,CLE,PF,59,38,22.3,2.1,4.7,0.439,1.2,3.3,0.362,0.9,1.4,0.622,0.567,0.5,0.6,0.711,0.9,3.3,4.2,1.5,0.7,0.4,0.3,1.5,5.8,,wadede01
201,Kobe Brown,26,2TM,PF,61,10,15.8,2.1,4.4,0.469,0.9,2.3,0.374,1.2,2.2,0.568,0.565,0.8,1,0.797,1.1,1.9,3,1.3,0.4,0.2,0.9,1.1,5.8,,brownko01
202,Yves Missi,21,NOP,C,66,14,19.7,2.4,4.5,0.544,0,0,0,2.4,4.4,0.546,0.544,0.9,1.5,0.559,2.8,3.1,5.8,1.3,0.3,1.5,0.8,1.7,5.7,,missiyv01
203,Karlo Matković,24,NOP,PF,62,2,14.7,2.3,3.8,0.604,0.6,1.5,0.422,1.7,2.3,0.717,0.685,0.5,0.7,0.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,,matkoka01
204,Mitchell Robinson,27,NYK,C,60,16,19.6,2.5,3.4,0.723,0,0,,2.5,3.4,0.723,0.723,0.7,1.7,0.408,4.2,4.6,8.8,0.9,0.9,1.2,0.7,2.1,5.7,,robinmi01
205,Dru Smith,28,MIA,SG,70,1,16.3,1.9,4.6,0.415,0.5,1.8,0.295,1.4,2.8,0.495,0.474,1.2,1.5,0.829,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,smithdr01
206,Guerschon Yabusele,30,2TM,C,67,19,15,1.9,4.7,0.401,1,2.9,0.352,0.8,1.7,0.483,0.511,0.8,1.1,0.75,0.8,2.7,3.5,0.9,0.4,0.2,0.6,1.2,5.6,,yabusgu01
207,Baylor Scheierman,25,BOS,SG,77,20,18.6,2,4.3,0.453,1.3,3.2,0.399,0.7,1.2,0.6,0.599,0.4,0.4,0.903,0.7,2.8,3.5,1.5,0.5,0.1,0.6,1.4,5.5,,scheiba01
208,Spencer Jones,24,DEN,SF,64,37,22.1,2.1,4.1,0.504,0.9,2.3,0.396,1.2,1.8,0.636,0.613,0.5,0.8,0.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,jonessp01
209,Sion James,23,CHO,SG,82,19,22.5,1.7,4.5,0.371,1,2.9,0.352,0.7,1.7,0.404,0.483,1,1.2,0.837,0.6,2.9,3.5,2,0.6,0.2,0.8,1.8,5.4,,jamessi01
210,Jordan Walsh,21,BOS,PF,68,25,17.8,2,3.9,0.509,0.7,1.8,0.384,1.3,2.1,0.62,0.599,0.6,0.8,0.772,1.3,2.8,4,0.8,0.7,0.5,0.5,2,5.4,,walshjo01
211,Rayan Rupert,21,2TM,SG,64,8,16.8,1.9,4.9,0.393,0.7,2.1,0.324,1.2,2.8,0.446,0.463,0.7,0.8,0.778,0.8,2.2,2.9,1.1,0.9,0.1,0.9,1.9,5.2,,ruperra01
212,Sidy Cissoko,21,POR,SF,75,26,19.1,1.8,4.5,0.398,0.8,2.6,0.298,1,1.8,0.544,0.487,0.8,1.2,0.659,0.8,1.4,2.2,1.5,0.7,0.3,0.9,2.4,5.1,,cissosi01
213,Ochai Agbaji,25,2TM,SG,62,13,15.7,2,4.5,0.436,0.5,2.1,0.266,1.4,2.5,0.579,0.496,0.6,0.7,0.837,0.7,1.5,2.3,0.8,0.4,0.3,0.5,1.5,5.1,,agbajoc01
214,Jericho Sims,27,MIL,C,67,19,19.7,2.2,2.8,0.784,0,0,,2.2,2.8,0.784,0.784,0.7,1.1,0.62,2.2,3.3,5.5,1.6,0.3,0.3,1.1,2.2,5,,simsje01
215,Adem Bona,22,PHI,C,71,18,17.4,1.8,3.1,0.595,0,0.1,0.333,1.8,3,0.603,0.6,1.1,1.6,0.708,1.8,2.5,4.3,0.5,0.4,1.2,0.8,2.2,4.8,,bonaad01
216,Josh Okogie,27,HOU,SG,78,32,17.4,1.6,3.8,0.425,0.8,2.1,0.385,0.8,1.7,0.474,0.531,0.5,0.9,0.594,1,1.5,2.6,0.9,0.8,0.2,0.5,1.4,4.5,,okogijo01
217,Craig Porter Jr.,25,CLE,PG,64,3,17.9,1.8,4,0.45,0.5,1.5,0.355,1.3,2.6,0.503,0.514,0.4,0.6,0.6,1.3,2.1,3.4,3.2,0.9,0.6,0.9,1.1,4.5,,portecr01
218,Mouhamed Gueye,23,ATL,PF,77,8,15.3,1.7,3.8,0.452,0.5,1.7,0.308,1.2,2.1,0.569,0.521,0.5,0.8,0.645,1.2,2.4,3.6,0.9,0.8,0.5,0.4,1.6,4.4,,gueyemo02
219,Jarred Vanderbilt,26,LAL,PF,65,3,17.4,1.7,3.7,0.471,0.4,1.5,0.293,1.3,2.2,0.596,0.531,0.5,0.9,0.589,1.2,3.3,4.5,1.3,0.8,0.3,0.9,1.6,4.4,,vandeja01
220,Tyler Kolek,24,NYK,PG,62,1,11.7,1.7,4,0.435,0.7,1.8,0.386,1,2.2,0.478,0.524,0.2,0.3,0.7,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1,4.4,,kolekty01
221,Jabari Walker,23,PHI,PF,64,6,11.9,1.5,3.3,0.455,0.5,1.5,0.337,1,1.8,0.551,0.531,0.8,1.1,0.735,1.1,1.9,3,0.5,0.4,0.2,0.4,1.6,4.3,,walkeja01
222,Micah Peavy,24,NOP,SG,61,4,15,1.7,4.5,0.385,0.5,1.8,0.259,1.3,2.7,0.467,0.436,0.4,0.5,0.759,0.8,1.2,1.9,1,0.7,0.1,0.3,1.6,4.3,,peavymi01
223,Josh Green,25,CHO,SG,58,0,15.7,1.4,3.1,0.459,1,2.4,0.42,0.4,0.7,0.581,0.619,0.4,0.5,0.893,0.8,1,1.8,0.8,0.6,0.1,0.6,1.1,4.3,,greenjo02
224,Carter Bryant,20,SAS,PF,71,0,11.5,1.5,3.7,0.408,0.7,2.2,0.335,0.8,1.5,0.509,0.506,0.4,0.6,0.714,0.5,2,2.5,0.7,0.2,0.3,0.5,1.3,4.2,,bryanca01
225,Jaylen Clark,24,MIN,SG,68,1,13.1,1.5,3.4,0.434,0.5,1.5,0.327,1,1.9,0.52,0.507,0.6,1,0.657,0.8,1,1.8,0.6,0.7,0.1,0.3,1.3,4,,clarkja02
226,Nicolas Batum,37,LAC,PF,74,6,17.5,1.3,3.2,0.403,1.2,3.1,0.404,0.1,0.1,0.4,0.597,0.1,0.1,0.818,0.3,2.2,2.5,0.9,0.6,0.3,0.5,1.4,4,,batumni01
227,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,0.45,0.3,1,0.351,1.1,2.3,0.492,0.503,0.6,1.1,0.607,0.5,2,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,martica02
228,Hugo González,19,BOS,SF,74,3,14.6,1.6,3.3,0.476,0.6,1.6,0.362,1,1.8,0.577,0.561,0.2,0.4,0.5,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,,gonzahu01
229,Noah Penda,21,ORL,SF,59,2,12.8,1.4,3.4,0.404,0.5,1.6,0.323,0.9,1.9,0.473,0.478,0.6,0.8,0.688,1.1,2,3.2,1.2,0.5,0.3,0.7,1.2,3.8,,pendano01
230,Clint Capela,31,HOU,C,75,3,12.3,1.6,3,0.52,0,0,0.5,1.6,3,0.52,0.522,0.6,1,0.577,2.1,2.5,4.6,0.7,0.5,0.8,0.5,1,3.8,,capelca01
231,Mohamed Diawara,20,NYK,SF,69,7,9.2,1.3,3.1,0.423,0.7,1.9,0.369,0.6,1.2,0.506,0.535,0.3,0.3,0.75,0.2,1.1,1.4,0.8,0.2,0.1,0.4,0.7,3.6,,diawamo01
232,Dwight Powell,34,DAL,C,63,12,14.3,1,1.6,0.644,0,0.1,0.286,1,1.5,0.67,0.653,1.2,1.8,0.696,1.5,2.6,4.1,1.1,0.5,0.3,0.7,2.1,3.3,,poweldw01
